consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
10048,3,Not an Intersection,Dark – Not Lighted,Clear,22,Minor Arterial,0,,0.0,17,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,59,30
10048,3,Not an Intersection,Dark – Not Lighted,Clear,22,Minor Arterial,0,,0.0,17,Passenger of a Motor Vehicle In-Transport,Second Seat – Middle,0.50,1,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,59,30
10048,3,Not an Intersection,Dark – Not Lighted,Clear,22,Minor Arterial,0,,0.0,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,1,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,59,30
10049,73,Four-Way Intersection,Dark – Unknown Lighting,Clear,1,Local,0,,0.0,58,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Minor Damage,Large Van – Includes Van-Based Buses,Not Towed,6,1,12,12
10049,73,Four-Way Intersection,Dark – Unknown Lighting,Clear,1,Local,0,,0.0,999,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
10050,97,Not an Intersection,Dark – Not Lighted,Clear,4,Principal Arterial – Other,0,,1.0,67,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,45,0,Minor Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Not Towed,0,1,8,8
10051,109,Not an Intersection,Daylight,Rain,14,Minor Arterial,0,,0.0,58,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,0,0,0,45,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,2,12,12
10051,109,Not an Intersection,Daylight,Rain,14,Minor Arterial,0,,0.0,10,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
10051,109,Not an Intersection,Daylight,Rain,14,Minor Arterial,0,,0.0,15,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
10051,109,Not an Intersection,Daylight,Rain,14,Minor Arterial,0,,0.0,58,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,45,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,2,12,12
10051,109,Not an Intersection,Daylight,Rain,14,Minor Arterial,0,,0.0,16,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
10052,83,Not an Intersection,Dark – Not Lighted,Rain,4,Major Collector,0,,0.0,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,2,32,32
10053,37,Not an Intersection,Dark – Not Lighted,Rain,17,Principal Arterial – Other,0,,1.0,47,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,35,1
10053,37,Not an Intersection,Dark – Not Lighted,Rain,17,Principal Arterial – Other,0,,1.0,18,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,1,0,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,35,1
10053,37,Not an Intersection,Dark – Not Lighted,Rain,17,Principal Arterial – Other,0,,1.0,17,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,1,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,35,1
10054,91,Not an Intersection,Dusk,Clear,17,Principal Arterial – Other,0,,0.0,45,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Functional Damage,Standard Pickup,Towed Not Due to Disabling Damage,1,1,12,12
10054,91,Not an Intersection,Dusk,Clear,17,Principal Arterial – Other,0,,0.0,57,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Disabling Damage,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",Towed Due to Disabling Damage,1,1,12,12
10055,89,Not an Intersection,Dark – Not Lighted,Clear,2,Principal Arterial – Other,0,,,999,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,999,0,Unknown,Unknown Body Type,Not Towed,0,1,8,8
10056,3,Not an Intersection,Dark – Not Lighted,Clear,2,Local,0,,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,1,1,0,0,80,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,59,42
10057,49,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,,1.0,75,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,25,0,No Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Not Due to Disabling Damage,1,1,12,12
10057,49,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,,1.0,65,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,1,0,0,0,65,1,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,1,1,12,12
10057,49,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,,1.0,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,5,0,Minor Damage,Standard Pickup,Towed Not Due to Disabling Damage,1,1,12,12
10058,13,Not an Intersection,Daylight,Clear,14,Minor Arterial,0,0.0,0.0,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,0,0,1,12
10058,13,Not an Intersection,Daylight,Clear,14,Minor Arterial,0,0.0,0.0,998,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,45,0,Minor Damage,Station Wagon (Excluding Van and Truck-Based),Not Towed,0,1,1,12
10058,13,Not an Intersection,Daylight,Clear,14,Minor Arterial,0,0.0,0.0,38,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,45,0,Minor Damage,Station Wagon (Excluding Van and Truck-Based),Not Towed,0,1,1,12
10059,33,Not an Intersection,Dark – Not Lighted,Clear,22,Principal Arterial – Other,0,0.0,0.0,43,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,60,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,8,8
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,11,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,35,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,33,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,9,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,17,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,13,Passenger of a Motor Vehicle In-Transport,Second Seat – Middle,0.67,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
10060,49,Not an Intersection,Dark – Not Lighted,Cloudy,17,Minor Arterial,0,,1.0,12,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
10061,93,Not an Intersection,Dark – Not Lighted,Clear,21,Major Collector,0,,0.0,22,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,1,0,0,0,0,75,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,1,1
10061,93,Not an Intersection,Dark – Not Lighted,Clear,21,Major Collector,0,,0.0,32,Passenger of a Motor Vehicle In-Transport,Front Seat – Middle,0.50,0,1,0,0,0,0,75,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,1,1
10061,93,Not an Intersection,Dark – Not Lighted,Clear,21,Major Collector,0,,0.0,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,75,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,1,1
10062,89,Not an Intersection,Daylight,Clear,10,Principal Arterial – Other,0,,1.0,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,60,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,19,19
10063,45,Not an Intersection,Dark – Not Lighted,Clear,3,Principal Arterial – Other,0,,1.0,44,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,1,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
10063,45,Not an Intersection,Dark – Not Lighted,Clear,3,Principal Arterial – Other,0,,1.0,27,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,1,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
10063,45,Not an Intersection,Dark – Not Lighted,Clear,3,Principal Arterial – Other,0,,1.0,27,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,1,0,1,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
10064,97,Not an Intersection,Dark – Not Lighted,Clear,0,Interstate,0,,0.0,39,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Functional Damage,Standard Pickup,Not Towed,0,1,8,8
10065,3,Not an Intersection,Daylight,Clear,10,Minor Arterial,0,,0.0,44,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,1,1,12,12
10065,3,Not an Intersection,Daylight,Clear,10,Minor Arterial,0,,0.0,42,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,0,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,1,1,12,12
10066,101,Not an Intersection,Dark – Lighted,Cloudy,1,Principal Arterial – Other,0,1.0,0.0,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,1,0,999,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,42,42
10066,101,Not an Intersection,Dark – Lighted,Cloudy,1,Principal Arterial – Other,0,1.0,0.0,23,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,1,0,0,0,999,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,42,42
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,59,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,999,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,39,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,65,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,4,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,92,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,999,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,1,12,12
10067,81,Not an Intersection,Daylight,Clear,11,Principal Arterial – Other,0,,1.0,35,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,1,12,12
10068,113,Not an Intersection,Dark – Not Lighted,Clear,18,Local,0,,0.0,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,60,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,1,1
10069,97,Not an Intersection,Dark – Lighted,Clear,21,Principal Arterial – Other,0,,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,1,0,0,35,0,Minor Damage,4-Door Sedan/Hardtop,Not Towed,0,1,8,8
10069,97,Not an Intersection,Dark – Lighted,Clear,21,Principal Arterial – Other,0,,0.0,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Minor Damage,Standard Pickup,Not Towed,0,1,8,8
10070,121,Not an Intersection,Dark – Not Lighted,Rain,3,Local,0,,1.0,37,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,70,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,2,34,30
10071,95,Not an Intersection,Dark – Unknown Lighting,Freezing Rain or Drizzle,22,Minor Arterial,0,,0.0,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,15,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,4,12,12
10071,95,Not an Intersection,Dark – Unknown Lighting,Freezing Rain or Drizzle,22,Minor Arterial,0,,0.0,33,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,45,1,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,4,12,12
10071,95,Not an Intersection,Dark – Unknown Lighting,Freezing Rain or Drizzle,22,Minor Arterial,0,,0.0,35,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,45,1,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,4,12,12
10071,95,Not an Intersection,Dark – Unknown Lighting,Freezing Rain or Drizzle,22,Minor Arterial,0,,0.0,38,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,15,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,4,12,12
10072,73,Not an Intersection,Dark – Lighted,Clear,19,Principal Arterial – Other,0,,0.0,28,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Minor Damage,4-Door Sedan/Hardtop,Not Towed,0,1,8,8
10073,73,Not an Intersection,Dark – Not Lighted,Clear,23,Principal Arterial – Other,0,,0.0,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Functional Damage,5-Door/4-Door Hatchback,Not Towed,0,1,8,8
10074,73,Not an Intersection,Dark – Lighted,Clear,5,Interstate,0,,0.0,33,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Disabling Damage,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",Towed Due to Disabling Damage,0,1,25,12
10074,73,Not an Intersection,Dark – Lighted,Clear,5,Interstate,0,,0.0,55,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Functional Damage,4-Door Sedan/Hardtop,Not Towed,0,1,25,12
10074,73,Not an Intersection,Dark – Lighted,Clear,5,Interstate,0,,0.0,40,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,1,25,12
10074,73,Not an Intersection,Dark – Lighted,Clear,5,Interstate,0,,0.0,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,25,12
10075,101,Not an Intersection,Dark – Not Lighted,Clear,18,Minor Arterial,0,,0.0,85,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,60,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,8,1,12,42
10075,101,Not an Intersection,Dark – Not Lighted,Clear,18,Minor Arterial,0,,0.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,8,1,12,12
10075,101,Not an Intersection,Dark – Not Lighted,Clear,18,Minor Arterial,0,,0.0,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,8,1,12,12
10075,101,Not an Intersection,Dark – Not Lighted,Clear,18,Minor Arterial,0,,0.0,59,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,8,1,12,12
10076,97,Not an Intersection,Daylight,Clear,10,Principal Arterial – Other,15,,0.0,33,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,66,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,18,8
10077,81,Not an Intersection,Dark – Not Lighted,Cloudy,18,Principal Arterial – Other,0,,0.0,64,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Not Towed,0,1,8,8
